"stratum","value","week","year"
"A00..00",2,1,2024
"A00..00",1,2,2024
"A00..00",3,3,2024
"A00..00",2,4,2024
"A00..00",2,5,2024
"A00..00",2,6,2024
"A00..00",5,7,2024
"A00..00",2,8,2024
"A00..00",2,9,2024
"A00..00",3,10,2024
"A00..00",5,11,2024
"A00..00",1,12,2024
"A00..00",3,13,2024
"A00..00",4,14,2024
"A00..00",4,15,2024
"A00..00",5,16,2024
"A00..00",7,17,2024
"A00..00",1,18,2024
"A00..00",7,19,2024
"A00..00",4,20,2024
"A00..00",6,21,2024
"A00..00",2,22,2024
"A00..00",14,23,2024
"A00..00",7,24,2024
"A00..00",9,25,2024
"A00..00",7,26,2024
"A00..00",16,27,2024
"A00..00",8,28,2024
"A00..00",7,29,2024
"A00..00",9,30,2024
"A00..00",8,31,2024
"A00..00",4,32,2024
"A00..00",8,33,2024
"A00..00",12,34,2024
"A00..00",13,35,2024
"A00..00",9,36,2024
"A00..00",12,37,2024
"A00..00",11,38,2024
"A00..00",14,39,2024
"A00..00",11,40,2024
"A00..00",5,41,2024
"A00..00",5,42,2024
"A00..00",4,43,2024
"A00..00",2,44,2024
"A00..00",6,45,2024
"A00..00",2,46,2024
"A00..00",4,47,2024
"A00..00",1,48,2024
"A00..00",4,49,2024
"A00..00",3,50,2024
"A00..00",1,51,2024
"A00..00",NA,52,2024
"A01..01",8,1,2024
"A01..01",6,2,2024
"A01..01",5,3,2024
"A01..01",7,4,2024
"A01..01",5,5,2024
"A01..01",7,6,2024
"A01..01",3,7,2024
"A01..01",9,8,2024
"A01..01",6,9,2024
"A01..01",9,10,2024
"A01..01",7,11,2024
"A01..01",6,12,2024
"A01..01",7,13,2024
"A01..01",2,14,2024
"A01..01",6,15,2024
"A01..01",10,16,2024
"A01..01",7,17,2024
"A01..01",7,18,2024
"A01..01",4,19,2024
"A01..01",5,20,2024
"A01..01",8,21,2024
"A01..01",7,22,2024
"A01..01",14,23,2024
"A01..01",19,24,2024
"A01..01",9,25,2024
"A01..01",12,26,2024
"A01..01",19,27,2024
"A01..01",17,28,2024
"A01..01",15,29,2024
"A01..01",12,30,2024
"A01..01",9,31,2024
"A01..01",19,32,2024
"A01..01",14,33,2024
"A01..01",13,34,2024
"A01..01",26,35,2024
"A01..01",24,36,2024
"A01..01",24,37,2024
"A01..01",25,38,2024
"A01..01",23,39,2024
"A01..01",14,40,2024
"A01..01",17,41,2024
"A01..01",14,42,2024
"A01..01",9,43,2024
"A01..01",10,44,2024
"A01..01",11,45,2024
"A01..01",12,46,2024
"A01..01",6,47,2024
"A01..01",7,48,2024
"A01..01",NA,49,2024
"A01..01",5,50,2024
"A01..01",2,51,2024
"A01..01",1,52,2024
"A02..02",4,1,2024
"A02..02",7,2,2024
"A02..02",6,3,2024
"A02..02",4,4,2024
"A02..02",2,5,2024
"A02..02",4,6,2024
"A02..02",6,7,2024
"A02..02",4,8,2024
"A02..02",3,9,2024
"A02..02",7,10,2024
"A02..02",8,11,2024
"A02..02",2,12,2024
"A02..02",7,13,2024
"A02..02",5,14,2024
"A02..02",5,15,2024
"A02..02",3,16,2024
"A02..02",4,17,2024
"A02..02",6,18,2024
"A02..02",5,19,2024
"A02..02",11,20,2024
"A02..02",10,21,2024
"A02..02",8,22,2024
"A02..02",12,23,2024
"A02..02",8,24,2024
"A02..02",7,25,2024
"A02..02",10,26,2024
"A02..02",14,27,2024
"A02..02",14,28,2024
"A02..02",6,29,2024
"A02..02",6,30,2024
"A02..02",11,31,2024
"A02..02",17,32,2024
"A02..02",15,33,2024
"A02..02",10,34,2024
"A02..02",19,35,2024
"A02..02",25,36,2024
"A02..02",24,37,2024
"A02..02",26,38,2024
"A02..02",12,39,2024
"A02..02",15,40,2024
"A02..02",14,41,2024
"A02..02",13,42,2024
"A02..02",16,43,2024
"A02..02",15,44,2024
"A02..02",9,45,2024
"A02..02",11,46,2024
"A02..02",4,47,2024
"A02..02",3,48,2024
"A02..02",4,49,2024
"A02..02",3,50,2024
"A02..02",8,51,2024
"A02..02",1,52,2024
"A03..03",2,1,2024
"A03..03",4,2,2024
"A03..03",2,3,2024
"A03..03",7,4,2024
"A03..03",NA,5,2024
"A03..03",1,6,2024
"A03..03",2,7,2024
"A03..03",4,8,2024
"A03..03",2,9,2024
"A03..03",6,10,2024
"A03..03",4,11,2024
"A03..03",3,12,2024
"A03..03",1,13,2024
"A03..03",5,14,2024
"A03..03",5,15,2024
"A03..03",6,16,2024
"A03..03",8,17,2024
"A03..03",6,18,2024
"A03..03",4,19,2024
"A03..03",4,20,2024
"A03..03",7,21,2024
"A03..03",10,22,2024
"A03..03",9,23,2024
"A03..03",6,24,2024
"A03..03",18,25,2024
"A03..03",7,26,2024
"A03..03",14,27,2024
