"","time_string","state","value","week","season"
"1","Anzahl.71","Baden.WÃ.rttemberg",6,NA,NA
"2","Anzahl.71","Bayern",9,NA,NA
"3","Anzahl.71","Berlin",5,NA,NA
"4","Anzahl.71","Brandenburg",106,NA,NA
"5","Anzahl.71","Bremen",3,NA,NA
"6","Anzahl.71","Mecklenburg.Vorpommern",78,NA,NA
"7","Anzahl.71","Niedersachsen",5,NA,NA
"8","Anzahl.71","Nordrhein.Westfalen",14,NA,NA
"9","Anzahl.71","Rheinland.Pfalz",8,NA,NA
"10","Anzahl.71","Sachsen",211,NA,NA
"11","Anzahl.71","Sachsen.Anhalt",92,NA,NA
"12","Anzahl.71","Schleswig.Holstein",9,NA,NA
"13","Anzahl.71","ThÃ.ringen",5,NA,NA
