"stratum","value","week","year"
"A00..00",2,1,2023
"A00..00",2,2,2023
"A00..00",NA,3,2023
"A00..00",1,4,2023
"A00..00",NA,5,2023
"A00..00",5,6,2023
"A00..00",3,7,2023
"A00..00",NA,8,2023
"A00..00",1,9,2023
"A00..00",1,10,2023
"A00..00",1,11,2023
"A00..00",1,12,2023
"A00..00",1,13,2023
"A00..00",2,14,2023
"A00..00",NA,15,2023
"A00..00",1,16,2023
"A00..00",NA,17,2023
"A00..00",2,18,2023
"A00..00",1,19,2023
"A00..00",3,20,2023
"A00..00",1,21,2023
"A00..00",1,22,2023
"A00..00",1,23,2023
"A00..00",1,24,2023
"A00..00",4,25,2023
"A00..00",NA,26,2023
"A00..00",1,27,2023
"A00..00",NA,28,2023
"A00..00",2,29,2023
"A00..00",2,30,2023
"A00..00",1,31,2023
"A00..00",NA,32,2023
"A00..00",1,33,2023
"A00..00",1,34,2023
"A00..00",2,35,2023
"A00..00",NA,36,2023
"A00..00",NA,37,2023
"A00..00",NA,38,2023
"A00..00",1,39,2023
"A00..00",1,40,2023
"A00..00",2,41,2023
"A00..00",1,42,2023
"A00..00",1,43,2023
"A00..00",NA,44,2023
"A00..00",NA,45,2023
"A00..00",1,46,2023
"A00..00",NA,47,2023
"A00..00",1,48,2023
"A00..00",NA,49,2023
"A00..00",3,50,2023
"A00..00",1,51,2023
"A00..00",1,52,2023
"A01..01",1,1,2023
"A01..01",2,2,2023
"A01..01",NA,3,2023
"A01..01",1,4,2023
"A01..01",2,5,2023
"A01..01",2,6,2023
"A01..01",1,7,2023
"A01..01",1,8,2023
"A01..01",1,9,2023
"A01..01",2,10,2023
"A01..01",2,11,2023
"A01..01",3,12,2023
"A01..01",NA,13,2023
"A01..01",1,14,2023
"A01..01",2,15,2023
"A01..01",3,16,2023
"A01..01",1,17,2023
"A01..01",3,18,2023
"A01..01",1,19,2023
"A01..01",1,20,2023
"A01..01",1,21,2023
"A01..01",1,22,2023
"A01..01",1,23,2023
"A01..01",1,24,2023
"A01..01",NA,25,2023
"A01..01",1,26,2023
"A01..01",NA,27,2023
"A01..01",NA,28,2023
"A01..01",2,29,2023
"A01..01",2,30,2023
"A01..01",NA,31,2023
"A01..01",NA,32,2023
"A01..01",NA,33,2023
"A01..01",1,34,2023
"A01..01",NA,35,2023
"A01..01",1,36,2023
"A01..01",1,37,2023
"A01..01",1,38,2023
"A01..01",1,39,2023
"A01..01",2,40,2023
"A01..01",2,41,2023
"A01..01",1,42,2023
"A01..01",3,43,2023
"A01..01",4,44,2023
"A01..01",2,45,2023
"A01..01",1,46,2023
"A01..01",1,47,2023
"A01..01",NA,48,2023
"A01..01",1,49,2023
"A01..01",1,50,2023
"A01..01",1,51,2023
"A01..01",NA,52,2023
"A02..02",3,1,2023
"A02..02",1,2,2023
"A02..02",NA,3,2023
"A02..02",NA,4,2023
"A02..02",2,5,2023
"A02..02",2,6,2023
"A02..02",2,7,2023
"A02..02",2,8,2023
"A02..02",1,9,2023
"A02..02",2,10,2023
"A02..02",NA,11,2023
"A02..02",2,12,2023
"A02..02",2,13,2023
"A02..02",4,14,2023
"A02..02",1,15,2023
"A02..02",1,16,2023
"A02..02",1,17,2023
"A02..02",NA,18,2023
"A02..02",3,19,2023
"A02..02",NA,20,2023
"A02..02",1,21,2023
"A02..02",2,22,2023
"A02..02",1,23,2023
"A02..02",NA,24,2023
"A02..02",1,25,2023
"A02..02",NA,26,2023
"A02..02",NA,27,2023
"A02..02",2,28,2023
"A02..02",NA,29,2023
"A02..02",2,30,2023
"A02..02",1,31,2023
"A02..02",NA,32,2023
"A02..02",1,33,2023
"A02..02",NA,34,2023
"A02..02",NA,35,2023
"A02..02",NA,36,2023
"A02..02",NA,37,2023
"A02..02",NA,38,2023
"A02..02",2,39,2023
"A02..02",NA,40,2023
"A02..02",NA,41,2023
"A02..02",1,42,2023
"A02..02",1,43,2023
"A02..02",NA,44,2023
"A02..02",1,45,2023
"A02..02",1,46,2023
"A02..02",1,47,2023
"A02..02",1,48,2023
"A02..02",1,49,2023
"A02..02",NA,50,2023
"A02..02",3,51,2023
"A02..02",NA,52,2023
"A03..03",2,1,2023
"A03..03",1,2,2023
"A03..03",1,3,2023
"A03..03",NA,4,2023
"A03..03",2,5,2023
"A03..03",1,6,2023
"A03..03",2,7,2023
"A03..03",NA,8,2023
"A03..03",NA,9,2023
"A03..03",NA,10,2023
"A03..03",2,11,2023
"A03..03",2,12,2023
"A03..03",2,13,2023
"A03..03",1,14,2023
"A03..03",NA,15,2023
"A03..03",1,16,2023
"A03..03",NA,17,2023
"A03..03",2,18,2023
"A03..03",1,19,2023
"A03..03",1,20,2023
"A03..03",2,21,2023
"A03..03",NA,22,2023
"A03..03",1,23,2023
"A03..03",NA,24,2023
"A03..03",1,25,2023
"A03..03",1,26,2023
"A03..03",1,27,2023
"A03..03",1,28,2023
"A03..03",NA,29,2023
"A03..03",NA,30,2023
"A03..03",NA,31,2023
"A03..03",NA,32,2023
"A03..03",1,33,2023
"A03..03",NA,34,2023
"A03..03",2,35,2023
"A03..03",NA,36,2023
"A03..03",NA,37,2023
"A03..03",NA,38,2023
"A03..03",2,39,2023
"A03..03",NA,40,2023
"A03..03",1,41,2023
"A03..03",NA,42,2023
"A03..03",NA,43,2023
"A03..03",NA,44,2023
"A03..03",NA,45,2023
"A03..03",1,46,2023
"A03..03",1,47,2023
"A03..03",2,48,2023
"A03..03",2,49,2023
"A03..03",2,50,2023
"A03..03",1,51,2023
"A03..03",1,52,2023
"A04..04",NA,1,2023
"A04..04",NA,2,2023
"A04..04",1,3,2023
"A04..04",1,4,2023
"A04..04",NA,5,2023
"A04..04",NA,6,2023
"A04..04",NA,7,2023
"A04..04",1,8,2023
"A04..04",NA,9,2023
"A04..04",2,10,2023
"A04..04",NA,11,2023
"A04..04",2,12,2023
"A04..04",NA,13,2023
"A04..04",1,14,2023
"A04..04",NA,15,2023
"A04..04",2,16,2023
"A04..04",1,17,2023
"A04..04",NA,18,2023
"A04..04",NA,19,2023
"A04..04",NA,20,2023
"A04..04",2,21,2023
"A04..04",1,22,2023
"A04..04",NA,23,2023
"A04..04",NA,24,2023
"A04..04",NA,25,2023
"A04..04",NA,26,2023
"A04..04",NA,27,2023
"A04..04",NA,28,2023
"A04..04",NA,29,2023
"A04..04",2,30,2023
"A04..04",NA,31,2023
"A04..04",NA,32,2023
"A04..04",NA,33,2023
"A04..04",NA,34,2023
"A04..04",1,35,2023
"A04..04",NA,36,2023
"A04..04",NA,37,2023
"A04..04",1,38,2023
"A04..04",NA,39,2023
"A04..04",NA,40,2023
"A04..04",NA,41,2023
"A04..04",NA,42,2023
"A04..04",NA,43,2023
"A04..04",NA,44,2023
"A04..04",NA,45,2023
"A04..04",1,46,2023
"A04..04",NA,47,2023
"A04..04",2,48,2023
"A04..04",NA,49,2023
"A04..04",NA,50,2023
"A04..04",1,51,2023
"A04..04",1,52,2023
