"","time_string","state","value","week","season"
"147","Anzahl.71","A33..33",3,NA,NA
"148","Anzahl.71","A34..34",2,NA,NA
"149","Anzahl.71","A35..35",2,NA,NA
"150","Anzahl.71","A36..36",3,NA,NA
"151","Anzahl.71","A37..37",5,NA,NA
"152","Anzahl.71","A38..38",4,NA,NA
"153","Anzahl.71","A39..39",5,NA,NA
"154","Anzahl.71","A41..41",7,NA,NA
"155","Anzahl.71","A42..42",1,NA,NA
"156","Anzahl.71","A43..43",1,NA,NA
"157","Anzahl.71","A44..44",3,NA,NA
"158","Anzahl.71","A45..45",2,NA,NA
"159","Anzahl.71","A46..46",2,NA,NA
"160","Anzahl.71","A47..47",5,NA,NA
"161","Anzahl.71","A48..48",4,NA,NA
"162","Anzahl.71","A49..49",5,NA,NA
"163","Anzahl.71","A50..50",7,NA,NA
"164","Anzahl.71","A51..51",6,NA,NA
"165","Anzahl.71","A52..52",8,NA,NA
"166","Anzahl.71","A53..53",13,NA,NA
"167","Anzahl.71","A54..54",10,NA,NA
"168","Anzahl.71","A55..55",15,NA,NA
"169","Anzahl.71","A56..56",19,NA,NA
"170","Anzahl.71","A57..57",11,NA,NA
"171","Anzahl.71","A58..58",13,NA,NA
"172","Anzahl.71","A59..59",20,NA,NA
"173","Anzahl.71","A60..60",24,NA,NA
"174","Anzahl.71","A61..61",16,NA,NA
"175","Anzahl.71","A62..62",18,NA,NA
"176","Anzahl.71","A63..63",20,NA,NA
"177","Anzahl.71","A64..64",18,NA,NA
"178","Anzahl.71","A65..65",19,NA,NA
"179","Anzahl.71","A66..66",19,NA,NA
"180","Anzahl.71","A67..67",17,NA,NA
"181","Anzahl.71","A68..68",23,NA,NA
"182","Anzahl.71","A69..69",19,NA,NA
"183","Anzahl.71","A70..70",12,NA,NA
"184","Anzahl.71","A71..71",16,NA,NA
"185","Anzahl.71","A72..72",15,NA,NA
"186","Anzahl.71","A73..73",12,NA,NA
"187","Anzahl.71","A74..74",11,NA,NA
"188","Anzahl.71","A75..75",18,NA,NA
"189","Anzahl.71","A76..76",13,NA,NA
"190","Anzahl.71","A77..77",26,NA,NA
"191","Anzahl.71","A78..78",18,NA,NA
"192","Anzahl.71","A79..79",23,NA,NA
"193","Anzahl.71","A80.",203,NA,NA
