"stratum","value","week","year"
"Baden.WÃ.rttemberg",41,1,2023
"Bayern",54,1,2023
"Berlin",22,1,2023
"Brandenburg",11,1,2023
"Bremen",2,1,2023
"Hamburg",6,1,2023
"Hessen",24,1,2023
"Mecklenburg.Vorpommern",8,1,2023
"Niedersachsen",39,1,2023
"Nordrhein.Westfalen",81,1,2023
"Rheinland.Pfalz",23,1,2023
"Sachsen",43,1,2023
"Sachsen.Anhalt",8,1,2023
"Schleswig.Holstein",9,1,2023
"ThÃ.ringen",6,1,2023
"Baden.WÃ.rttemberg",4,1,2022
"Baden.WÃ.rttemberg",9,2,2022
"Baden.WÃ.rttemberg",9,3,2022
"Baden.WÃ.rttemberg",1,4,2022
"Baden.WÃ.rttemberg",4,5,2022
"Baden.WÃ.rttemberg",6,6,2022
"Baden.WÃ.rttemberg",11,7,2022
"Baden.WÃ.rttemberg",7,8,2022
"Baden.WÃ.rttemberg",11,9,2022
"Baden.WÃ.rttemberg",7,10,2022
"Baden.WÃ.rttemberg",7,11,2022
"Baden.WÃ.rttemberg",12,12,2022
"Baden.WÃ.rttemberg",6,13,2022
"Baden.WÃ.rttemberg",5,14,2022
"Baden.WÃ.rttemberg",8,15,2022
"Baden.WÃ.rttemberg",10,16,2022
"Baden.WÃ.rttemberg",15,17,2022
"Baden.WÃ.rttemberg",11,18,2022
"Baden.WÃ.rttemberg",5,19,2022
"Baden.WÃ.rttemberg",7,20,2022
"Baden.WÃ.rttemberg",2,21,2022
"Baden.WÃ.rttemberg",11,22,2022
"Baden.WÃ.rttemberg",10,23,2022
"Baden.WÃ.rttemberg",5,24,2022
"Baden.WÃ.rttemberg",4,25,2022
"Baden.WÃ.rttemberg",5,26,2022
"Baden.WÃ.rttemberg",7,27,2022
"Baden.WÃ.rttemberg",3,28,2022
"Baden.WÃ.rttemberg",6,29,2022
"Baden.WÃ.rttemberg",8,30,2022
"Baden.WÃ.rttemberg",6,31,2022
"Baden.WÃ.rttemberg",5,32,2022
"Baden.WÃ.rttemberg",5,33,2022
"Baden.WÃ.rttemberg",4,34,2022
"Baden.WÃ.rttemberg",4,35,2022
"Baden.WÃ.rttemberg",8,36,2022
"Baden.WÃ.rttemberg",4,37,2022
"Baden.WÃ.rttemberg",6,38,2022
"Baden.WÃ.rttemberg",8,39,2022
"Baden.WÃ.rttemberg",12,40,2022
"Baden.WÃ.rttemberg",25,41,2022
"Baden.WÃ.rttemberg",12,42,2022
"Baden.WÃ.rttemberg",8,43,2022
"Baden.WÃ.rttemberg",14,44,2022
"Baden.WÃ.rttemberg",16,45,2022
"Baden.WÃ.rttemberg",8,46,2022
"Baden.WÃ.rttemberg",17,47,2022
"Baden.WÃ.rttemberg",22,48,2022
"Baden.WÃ.rttemberg",26,49,2022
"Baden.WÃ.rttemberg",25,50,2022
"Baden.WÃ.rttemberg",33,51,2022
"Baden.WÃ.rttemberg",35,52,2022
"Bayern",8,1,2022
"Bayern",9,2,2022
"Bayern",1,3,2022
"Bayern",3,4,2022
"Bayern",4,5,2022
"Bayern",6,6,2022
"Bayern",5,7,2022
"Bayern",5,8,2022
"Bayern",3,9,2022
"Bayern",11,10,2022
"Bayern",5,11,2022
"Bayern",7,12,2022
"Bayern",5,13,2022
"Bayern",10,14,2022
"Bayern",8,15,2022
"Bayern",6,16,2022
"Bayern",15,17,2022
"Bayern",15,18,2022
"Bayern",6,19,2022
"Bayern",7,20,2022
"Bayern",12,21,2022
"Bayern",8,22,2022
"Bayern",7,23,2022
"Bayern",4,24,2022
"Bayern",7,25,2022
"Bayern",6,26,2022
"Bayern",3,27,2022
"Bayern",2,28,2022
"Bayern",6,29,2022
"Bayern",5,30,2022
"Bayern",11,31,2022
"Bayern",13,32,2022
"Bayern",2,33,2022
"Bayern",5,34,2022
"Bayern",2,35,2022
"Bayern",4,36,2022
"Bayern",2,37,2022
"Bayern",3,38,2022
"Bayern",7,39,2022
"Bayern",7,40,2022
"Bayern",14,41,2022
"Bayern",12,42,2022
"Bayern",12,43,2022
"Bayern",11,44,2022
"Bayern",18,45,2022
"Bayern",11,46,2022
"Bayern",19,47,2022
"Bayern",21,48,2022
"Bayern",21,49,2022
"Bayern",32,50,2022
"Bayern",35,51,2022
"Bayern",37,52,2022
"Berlin",1,1,2022
"Berlin",1,2,2022
"Berlin",3,3,2022
"Berlin",5,4,2022
"Berlin",5,5,2022
"Berlin",2,6,2022
"Berlin",1,7,2022
"Berlin",1,8,2022
"Berlin",2,9,2022
"Berlin",2,10,2022
"Berlin",4,11,2022
"Berlin",3,12,2022
"Berlin",3,13,2022
"Berlin",1,14,2022
"Berlin",2,15,2022
"Berlin",2,16,2022
"Berlin",4,17,2022
"Berlin",4,18,2022
"Berlin",7,19,2022
"Berlin",4,20,2022
"Berlin",2,21,2022
"Berlin",1,22,2022
"Berlin",4,23,2022
"Berlin",14,24,2022
"Berlin",3,25,2022
"Berlin",4,26,2022
"Berlin",1,27,2022
"Berlin",5,28,2022
"Berlin",3,29,2022
"Berlin",1,30,2022
"Berlin",3,31,2022
"Berlin",3,32,2022
"Berlin",2,33,2022
"Berlin",3,34,2022
"Berlin",NA,35,2022
"Berlin",4,36,2022
"Berlin",2,37,2022
"Berlin",5,38,2022
"Berlin",5,39,2022
"Berlin",6,40,2022
"Berlin",5,41,2022
"Berlin",9,42,2022
"Berlin",6,43,2022
"Berlin",3,44,2022
"Berlin",7,45,2022
"Berlin",1,46,2022
"Berlin",3,47,2022
"Berlin",8,48,2022
"Berlin",20,49,2022
"Berlin",18,50,2022
"Berlin",12,51,2022
"Berlin",24,52,2022
"Brandenburg",7,1,2022
"Brandenburg",2,2,2022
"Brandenburg",NA,3,2022
"Brandenburg",1,4,2022
"Brandenburg",NA,5,2022
"Brandenburg",NA,6,2022
"Brandenburg",3,7,2022
"Brandenburg",1,8,2022
"Brandenburg",2,9,2022
"Brandenburg",3,10,2022
"Brandenburg",6,11,2022
"Brandenburg",2,12,2022
"Brandenburg",7,13,2022
"Brandenburg",6,14,2022
"Brandenburg",2,15,2022
"Brandenburg",2,16,2022
"Brandenburg",3,17,2022
"Brandenburg",6,18,2022
"Brandenburg",3,19,2022
"Brandenburg",4,20,2022
"Brandenburg",2,21,2022
"Brandenburg",6,22,2022
"Brandenburg",2,23,2022
"Brandenburg",2,24,2022
"Brandenburg",2,25,2022
"Brandenburg",1,26,2022
"Brandenburg",NA,27,2022
"Brandenburg",5,28,2022
"Brandenburg",1,29,2022
"Brandenburg",5,30,2022
"Brandenburg",1,31,2022
"Brandenburg",NA,32,2022
"Brandenburg",3,33,2022
"Brandenburg",2,34,2022
"Brandenburg",1,35,2022
"Brandenburg",5,36,2022
"Brandenburg",1,37,2022
"Brandenburg",1,38,2022
"Brandenburg",3,39,2022
"Brandenburg",3,40,2022
"Brandenburg",3,41,2022
"Brandenburg",2,42,2022
"Brandenburg",2,43,2022
"Brandenburg",2,44,2022
"Brandenburg",2,45,2022
"Brandenburg",3,46,2022
"Brandenburg",NA,47,2022
"Brandenburg",4,48,2022
"Brandenburg",1,49,2022
"Brandenburg",8,50,2022
"Brandenburg",14,51,2022
"Brandenburg",9,52,2022
"Bremen",NA,1,2022
"Bremen",NA,2,2022
"Bremen",NA,3,2022
"Bremen",1,4,2022
"Bremen",NA,5,2022
"Bremen",NA,6,2022
"Bremen",NA,7,2022
"Bremen",NA,8,2022
"Bremen",NA,9,2022
"Bremen",2,10,2022
"Bremen",2,11,2022
"Bremen",1,12,2022
"Bremen",3,13,2022
"Bremen",NA,14,2022
"Bremen",1,15,2022
"Bremen",NA,16,2022
"Bremen",NA,17,2022
"Bremen",NA,18,2022
"Bremen",1,19,2022
"Bremen",NA,20,2022
"Bremen",1,21,2022
"Bremen",2,22,2022
"Bremen",NA,23,2022
"Bremen",NA,24,2022
"Bremen",NA,25,2022
"Bremen",2,26,2022
"Bremen",NA,27,2022
"Bremen",1,28,2022
"Bremen",4,29,2022
"Bremen",NA,30,2022
"Bremen",NA,31,2022
"Bremen",NA,32,2022
"Bremen",3,33,2022
"Bremen",NA,34,2022
"Bremen",NA,35,2022
"Bremen",NA,36,2022
"Bremen",NA,37,2022
"Bremen",NA,38,2022
"Bremen",NA,39,2022
"Bremen",2,40,2022
"Bremen",6,41,2022
"Bremen",2,42,2022
"Bremen",3,43,2022
"Bremen",2,44,2022
"Bremen",2,45,2022
"Bremen",NA,46,2022
"Bremen",NA,47,2022
"Bremen",1,48,2022
"Bremen",NA,49,2022
"Bremen",1,50,2022
"Bremen",NA,51,2022
"Bremen",7,52,2022
"Hamburg",NA,1,2022
"Hamburg",NA,2,2022
"Hamburg",NA,3,2022
"Hamburg",NA,4,2022
"Hamburg",NA,5,2022
"Hamburg",1,6,2022
"Hamburg",NA,7,2022
"Hamburg",NA,8,2022
"Hamburg",1,9,2022
"Hamburg",NA,10,2022
"Hamburg",1,11,2022
"Hamburg",NA,12,2022
"Hamburg",1,13,2022
"Hamburg",1,14,2022
"Hamburg",NA,15,2022
"Hamburg",2,16,2022
"Hamburg",2,17,2022
"Hamburg",1,18,2022
"Hamburg",3,19,2022
"Hamburg",NA,20,2022
"Hamburg",3,21,2022
"Hamburg",1,22,2022
"Hamburg",3,23,2022
"Hamburg",1,24,2022
"Hamburg",2,25,2022
"Hamburg",NA,26,2022
"Hamburg",NA,27,2022
"Hamburg",4,28,2022
"Hamburg",2,29,2022
"Hamburg",2,30,2022
"Hamburg",NA,31,2022
"Hamburg",1,32,2022
"Hamburg",1,33,2022
"Hamburg",NA,34,2022
"Hamburg",4,35,2022
"Hamburg",2,36,2022
"Hamburg",4,37,2022
"Hamburg",1,38,2022
"Hamburg",1,39,2022
"Hamburg",2,40,2022
"Hamburg",4,41,2022
"Hamburg",1,42,2022
"Hamburg",1,43,2022
"Hamburg",2,44,2022
"Hamburg",4,45,2022
"Hamburg",3,46,2022
"Hamburg",2,47,2022
"Hamburg",3,48,2022
"Hamburg",4,49,2022
"Hamburg",4,50,2022
"Hamburg",8,51,2022
"Hamburg",12,52,2022
"Hessen",4,1,2022
"Hessen",NA,2,2022
"Hessen",NA,3,2022
"Hessen",NA,4,2022
"Hessen",NA,5,2022
"Hessen",2,6,2022
"Hessen",2,7,2022
"Hessen",3,8,2022
"Hessen",4,9,2022
"Hessen",3,10,2022
"Hessen",1,11,2022
"Hessen",1,12,2022
"Hessen",4,13,2022
"Hessen",NA,14,2022
"Hessen",NA,15,2022
"Hessen",2,16,2022
"Hessen",2,17,2022
"Hessen",6,18,2022
"Hessen",3,19,2022
"Hessen",2,20,2022
"Hessen",3,21,2022
"Hessen",1,22,2022
"Hessen",4,23,2022
"Hessen",3,24,2022
"Hessen",3,25,2022
"Hessen",3,26,2022
"Hessen",3,27,2022
"Hessen",4,28,2022
"Hessen",3,29,2022
"Hessen",2,30,2022
"Hessen",NA,31,2022
"Hessen",4,32,2022
"Hessen",2,33,2022
"Hessen",3,34,2022
"Hessen",1,35,2022
"Hessen",3,36,2022
"Hessen",NA,37,2022
"Hessen",1,38,2022
"Hessen",5,39,2022
"Hessen",5,40,2022
