"","time_string","state","value","week","season"
"176","Anzahl.71","A13..13",18,NA,NA
"177","Anzahl.71","A14..14",24,NA,NA
"178","Anzahl.71","A15..15",10,NA,NA
"179","Anzahl.71","A16..16",14,NA,NA
"180","Anzahl.71","A17..17",17,NA,NA
"181","Anzahl.71","A18..18",7,NA,NA
"182","Anzahl.71","A19..19",12,NA,NA
"183","Anzahl.71","A20..20",9,NA,NA
"184","Anzahl.71","A21..21",8,NA,NA
"185","Anzahl.71","A22..22",7,NA,NA
"186","Anzahl.71","A23..23",4,NA,NA
"187","Anzahl.71","A24..24",5,NA,NA
"188","Anzahl.71","A25..25",5,NA,NA
"189","Anzahl.71","A26..26",7,NA,NA
"190","Anzahl.71","A27..27",12,NA,NA
"191","Anzahl.71","A28..28",12,NA,NA
"192","Anzahl.71","A29..29",15,NA,NA
"193","Anzahl.71","A30..30",16,NA,NA
"194","Anzahl.71","A31..31",18,NA,NA
"195","Anzahl.71","A32..32",14,NA,NA
"196","Anzahl.71","A33..33",19,NA,NA
"197","Anzahl.71","A34..34",16,NA,NA
"198","Anzahl.71","A35..35",7,NA,NA
"199","Anzahl.71","A36..36",17,NA,NA
"200","Anzahl.71","A37..37",18,NA,NA
"201","Anzahl.71","A38..38",13,NA,NA
"202","Anzahl.71","A39..39",9,NA,NA
"203","Anzahl.71","A40..40",13,NA,NA
"204","Anzahl.71","A41..41",11,NA,NA
"205","Anzahl.71","A42..42",10,NA,NA
"206","Anzahl.71","A43..43",9,NA,NA
"207","Anzahl.71","A44..44",7,NA,NA
"208","Anzahl.71","A45..45",11,NA,NA
"209","Anzahl.71","A46..46",12,NA,NA
"210","Anzahl.71","A47..47",11,NA,NA
"211","Anzahl.71","A48..48",13,NA,NA
"212","Anzahl.71","A49..49",17,NA,NA
"213","Anzahl.71","A50..50",17,NA,NA
"214","Anzahl.71","A51..51",28,NA,NA
"215","Anzahl.71","A52..52",25,NA,NA
"216","Anzahl.71","A53..53",15,NA,NA
"217","Anzahl.71","A54..54",16,NA,NA
"218","Anzahl.71","A55..55",19,NA,NA
"219","Anzahl.71","A56..56",34,NA,NA
"220","Anzahl.71","A57..57",21,NA,NA
"221","Anzahl.71","A58..58",23,NA,NA
"222","Anzahl.71","A59..59",24,NA,NA
"223","Anzahl.71","A60..60",19,NA,NA
"224","Anzahl.71","A61..61",21,NA,NA
"225","Anzahl.71","A62..62",24,NA,NA
"226","Anzahl.71","A63..63",13,NA,NA
"227","Anzahl.71","A64..64",14,NA,NA
"228","Anzahl.71","A65..65",26,NA,NA
"229","Anzahl.71","A66..66",18,NA,NA
"230","Anzahl.71","A67..67",14,NA,NA
"231","Anzahl.71","A68..68",20,NA,NA
"232","Anzahl.71","A69..69",19,NA,NA
"233","Anzahl.71","A70..70",21,NA,NA
"234","Anzahl.71","A71..71",22,NA,NA
"235","Anzahl.71","A72..72",14,NA,NA
"236","Anzahl.71","A73..73",14,NA,NA
"237","Anzahl.71","A74..74",15,NA,NA
"238","Anzahl.71","A75..75",24,NA,NA
"239","Anzahl.71","A76..76",17,NA,NA
"240","Anzahl.71","A77..77",21,NA,NA
"241","Anzahl.71","A78..78",23,NA,NA
"242","Anzahl.71","A79..79",27,NA,NA
"243","Anzahl.71","A80.",243,NA,NA
