"","time_string","state","value","week","season"
"80","2020/21 SW28 (KW01)","Sachsen",1,28,2020
"81","2020/21 SW33 (KW06)","Sachsen",1,33,2020
"82","2020/21 SW34 (KW07)","Sachsen",1,34,2020
"83","2020/21 SW38 (KW11)","Sachsen",1,38,2020
"84","2020/21 SW45 (KW18)","Sachsen",3,45,2020
"85","2020/21 SW47 (KW20)","Sachsen",2,47,2020
"86","2020/21 SW50 (KW23)","Sachsen",1,50,2020
"87","2020/21 SW51 (KW24)","Sachsen",2,51,2020
"88","2020/21 SW52 (KW25)","Sachsen",1,52,2020
"89","2021/22 SW01 (KW27)","Sachsen",2,1,2021
"90","2021/22 SW02 (KW28)","Sachsen",8,2,2021
"91","2021/22 SW03 (KW29)","Sachsen",5,3,2021
"92","2021/22 SW04 (KW30)","Sachsen",6,4,2021
"93","2021/22 SW05 (KW31)","Sachsen",17,5,2021
"94","2021/22 SW06 (KW32)","Sachsen",15,6,2021
"95","2021/22 SW07 (KW33)","Sachsen",22,7,2021
"96","2021/22 SW08 (KW34)","Sachsen",32,8,2021
"97","2021/22 SW09 (KW35)","Sachsen",89,9,2021
"98","2021/22 SW10 (KW36)","Sachsen",179,10,2021
"99","2021/22 SW11 (KW37)","Sachsen",320,11,2021
"100","2021/22 SW12 (KW38)","Sachsen",509,12,2021
"101","2021/22 SW13 (KW39)","Sachsen",663,13,2021
"102","2021/22 SW14 (KW40)","Sachsen",848,14,2021
"103","2021/22 SW15 (KW41)","Sachsen",786,15,2021
"104","2021/22 SW16 (KW42)","Sachsen",607,16,2021
"105","2021/22 SW17 (KW43)","Sachsen",68,17,2021
