"stratum","value","week","year"
"A00..00",NA,1,2025
"A00..00",1,2,2025
"A00..00",NA,3,2025
"A00..00",1,4,2025
"A00..00",1,5,2025
"A00..00",1,6,2025
"A00..00",NA,7,2025
"A00..00",NA,8,2025
"A00..00",NA,9,2025
"A00..00",1,10,2025
"A00..00",NA,11,2025
"A00..00",NA,12,2025
"A00..00",NA,13,2025
"A00..00",NA,14,2025
"A00..00",NA,15,2025
"A00..00",2,16,2025
"A00..00",2,17,2025
"A00..00",NA,18,2025
"A00..00",2,19,2025
"A00..00",1,20,2025
"A00..00",NA,21,2025
"A00..00",NA,22,2025
"A00..00",1,23,2025
"A00..00",NA,24,2025
"A00..00",NA,25,2025
"A00..00",NA,26,2025
"A00..00",NA,27,2025
"A01..01",NA,1,2025
"A01..01",NA,2,2025
"A01..01",NA,3,2025
"A01..01",NA,4,2025
"A01..01",NA,5,2025
"A01..01",NA,6,2025
"A01..01",NA,7,2025
"A01..01",NA,8,2025
"A01..01",NA,9,2025
"A01..01",NA,10,2025
"A01..01",NA,11,2025
"A01..01",NA,12,2025
"A01..01",NA,13,2025
"A01..01",NA,14,2025
"A01..01",NA,15,2025
"A01..01",1,16,2025
"A01..01",NA,17,2025
"A01..01",NA,18,2025
"A01..01",NA,19,2025
"A01..01",NA,20,2025
"A01..01",NA,21,2025
"A01..01",NA,22,2025
"A01..01",NA,23,2025
"A01..01",NA,24,2025
"A01..01",NA,25,2025
"A01..01",NA,26,2025
"A01..01",NA,27,2025
"A24..24",1,1,2025
"A24..24",NA,2,2025
"A24..24",NA,3,2025
"A24..24",NA,4,2025
"A24..24",NA,5,2025
"A24..24",NA,6,2025
"A24..24",1,7,2025
"A24..24",NA,8,2025
"A24..24",NA,9,2025
"A24..24",NA,10,2025
"A24..24",NA,11,2025
"A24..24",NA,12,2025
"A24..24",NA,13,2025
"A24..24",NA,14,2025
"A24..24",NA,15,2025
"A24..24",NA,16,2025
"A24..24",NA,17,2025
"A24..24",NA,18,2025
"A24..24",NA,19,2025
"A24..24",NA,20,2025
"A24..24",NA,21,2025
"A24..24",NA,22,2025
"A24..24",NA,23,2025
"A24..24",NA,24,2025
"A24..24",NA,25,2025
"A24..24",NA,26,2025
"A24..24",NA,27,2025
"A27..27",NA,1,2025
"A27..27",1,2,2025
"A27..27",NA,3,2025
"A27..27",NA,4,2025
"A27..27",NA,5,2025
"A27..27",NA,6,2025
"A27..27",NA,7,2025
"A27..27",NA,8,2025
"A27..27",NA,9,2025
"A27..27",NA,10,2025
"A27..27",NA,11,2025
"A27..27",NA,12,2025
"A27..27",NA,13,2025
"A27..27",NA,14,2025
"A27..27",NA,15,2025
"A27..27",NA,16,2025
"A27..27",NA,17,2025
"A27..27",NA,18,2025
"A27..27",NA,19,2025
"A27..27",NA,20,2025
"A27..27",NA,21,2025
"A27..27",NA,22,2025
"A27..27",NA,23,2025
"A27..27",NA,24,2025
"A27..27",NA,25,2025
"A27..27",NA,26,2025
"A27..27",NA,27,2025
"A28..28",NA,1,2025
"A28..28",NA,2,2025
"A28..28",1,3,2025
"A28..28",NA,4,2025
"A28..28",NA,5,2025
"A28..28",NA,6,2025
"A28..28",NA,7,2025
"A28..28",NA,8,2025
"A28..28",NA,9,2025
"A28..28",NA,10,2025
"A28..28",NA,11,2025
"A28..28",NA,12,2025
"A28..28",NA,13,2025
"A28..28",NA,14,2025
"A28..28",NA,15,2025
"A28..28",NA,16,2025
"A28..28",NA,17,2025
"A28..28",NA,18,2025
"A28..28",NA,19,2025
"A28..28",NA,20,2025
"A28..28",NA,21,2025
"A28..28",NA,22,2025
"A28..28",NA,23,2025
"A28..28",NA,24,2025
"A28..28",NA,25,2025
"A28..28",NA,26,2025
"A28..28",NA,27,2025
"A29..29",NA,1,2025
"A29..29",NA,2,2025
"A29..29",1,3,2025
"A29..29",NA,4,2025
"A29..29",NA,5,2025
"A29..29",NA,6,2025
"A29..29",NA,7,2025
"A29..29",NA,8,2025
"A29..29",NA,9,2025
"A29..29",NA,10,2025
"A29..29",NA,11,2025
"A29..29",NA,12,2025
"A29..29",NA,13,2025
"A29..29",NA,14,2025
"A29..29",NA,15,2025
"A29..29",NA,16,2025
"A29..29",NA,17,2025
"A29..29",NA,18,2025
"A29..29",NA,19,2025
"A29..29",NA,20,2025
"A29..29",NA,21,2025
"A29..29",NA,22,2025
"A29..29",NA,23,2025
"A29..29",NA,24,2025
"A29..29",NA,25,2025
"A29..29",NA,26,2025
"A29..29",NA,27,2025
"A30..30",NA,1,2025
"A30..30",NA,2,2025
"A30..30",NA,3,2025
"A30..30",NA,4,2025
"A30..30",NA,5,2025
"A30..30",NA,6,2025
"A30..30",NA,7,2025
"A30..30",NA,8,2025
"A30..30",NA,9,2025
"A30..30",NA,10,2025
"A30..30",NA,11,2025
"A30..30",NA,12,2025
"A30..30",NA,13,2025
"A30..30",NA,14,2025
"A30..30",NA,15,2025
