"","time_string","state","value","week","season"
"56","2018/19 SW30 (KW04)","A01..01",190,30,2018
"57","2018/19 SW31 (KW05)","A01..01",328,31,2018
"58","2018/19 SW32 (KW06)","A01..01",483,32,2018
"59","2018/19 SW33 (KW07)","A01..01",687,33,2018
"60","2018/19 SW34 (KW08)","A01..01",791,34,2018
"61","2018/19 SW35 (KW09)","A01..01",724,35,2018
"62","2018/19 SW36 (KW10)","A01..01",613,36,2018
"63","2018/19 SW37 (KW11)","A01..01",461,37,2018
"64","2018/19 SW38 (KW12)","A01..01",351,38,2018
"65","2018/19 SW39 (KW13)","A01..01",260,39,2018
"66","2018/19 SW40 (KW14)","A01..01",143,40,2018
"67","2018/19 SW41 (KW15)","A01..01",86,41,2018
"68","2018/19 SW42 (KW16)","A01..01",34,42,2018
"69","2018/19 SW43 (KW17)","A01..01",25,43,2018
"70","2018/19 SW44 (KW18)","A01..01",9,44,2018
"71","2018/19 SW45 (KW19)","A01..01",6,45,2018
"72","2018/19 SW46 (KW20)","A01..01",6,46,2018
"73","2018/19 SW47 (KW21)","A01..01",7,47,2018
"74","2018/19 SW48 (KW22)","A01..01",3,48,2018
"75","2018/19 SW49 (KW23)","A01..01",2,49,2018
"76","2018/19 SW50 (KW24)","A01..01",1,50,2018
"77","2018/19 SW51 (KW25)","A01..01",NA,51,2018
"78","2018/19 SW52 (KW26)","A01..01",NA,52,2018
"79","2019/20 SW01 (KW27)","A01..01",NA,1,2019
"80","2019/20 SW02 (KW28)","A01..01",NA,2,2019
"81","2019/20 SW03 (KW29)","A01..01",1,3,2019
"82","2019/20 SW04 (KW30)","A01..01",NA,4,2019
"83","2019/20 SW05 (KW31)","A01..01",NA,5,2019
"84","2019/20 SW06 (KW32)","A01..01",1,6,2019
"85","2019/20 SW07 (KW33)","A01..01",NA,7,2019
"86","2019/20 SW08 (KW34)","A01..01",2,8,2019
"87","2019/20 SW09 (KW35)","A01..01",1,9,2019
"88","2019/20 SW10 (KW36)","A01..01",NA,10,2019
"89","2019/20 SW11 (KW37)","A01..01",2,11,2019
"90","2019/20 SW12 (KW38)","A01..01",NA,12,2019
"91","2019/20 SW13 (KW39)","A01..01",1,13,2019
"92","2019/20 SW14 (KW40)","A01..01",1,14,2019
"93","2019/20 SW15 (KW41)","A01..01",3,15,2019
"94","2019/20 SW16 (KW42)","A01..01",6,16,2019
"95","2019/20 SW17 (KW43)","A01..01",3,17,2019
"96","2019/20 SW18 (KW44)","A01..01",2,18,2019
"97","2019/20 SW19 (KW45)","A01..01",3,19,2019
"98","2019/20 SW20 (KW46)","A01..01",3,20,2019
"99","2019/20 SW21 (KW47)","A01..01",7,21,2019
"100","2019/20 SW22 (KW48)","A01..01",12,22,2019
"101","2019/20 SW23 (KW49)","A01..01",13,23,2019
"102","2019/20 SW24 (KW50)","A01..01",25,24,2019
"103","2019/20 SW25 (KW51)","A01..01",41,25,2019
"104","2019/20 SW26 (KW52)","A01..01",29,26,2019
"105","2018/19 SW27 (KW01)","A02..02",14,27,2018
"106","2018/19 SW28 (KW02)","A02..02",42,28,2018
"107","2018/19 SW29 (KW03)","A02..02",118,29,2018
"108","2018/19 SW30 (KW04)","A02..02",181,30,2018
"109","2018/19 SW31 (KW05)","A02..02",339,31,2018
"110","2018/19 SW32 (KW06)","A02..02",526,32,2018
"111","2018/19 SW33 (KW07)","A02..02",713,33,2018
"112","2018/19 SW34 (KW08)","A02..02",848,34,2018
"113","2018/19 SW35 (KW09)","A02..02",771,35,2018
"114","2018/19 SW36 (KW10)","A02..02",605,36,2018
"115","2018/19 SW37 (KW11)","A02..02",498,37,2018
"116","2018/19 SW38 (KW12)","A02..02",430,38,2018
"117","2018/19 SW39 (KW13)","A02..02",287,39,2018
"118","2018/19 SW40 (KW14)","A02..02",130,40,2018
"119","2018/19 SW41 (KW15)","A02..02",94,41,2018
"120","2018/19 SW42 (KW16)","A02..02",46,42,2018
"121","2018/19 SW43 (KW17)","A02..02",21,43,2018
"122","2018/19 SW44 (KW18)","A02..02",13,44,2018
"123","2018/19 SW45 (KW19)","A02..02",8,45,2018
"124","2018/19 SW46 (KW20)","A02..02",5,46,2018
"125","2018/19 SW47 (KW21)","A02..02",3,47,2018
"126","2018/19 SW48 (KW22)","A02..02",1,48,2018
"127","2018/19 SW49 (KW23)","A02..02",1,49,2018
"128","2018/19 SW50 (KW24)","A02..02",1,50,2018
"129","2018/19 SW51 (KW25)","A02..02",NA,51,2018
"130","2018/19 SW52 (KW26)","A02..02",3,52,2018
"131","2019/20 SW01 (KW27)","A02..02",1,1,2019
"132","2019/20 SW02 (KW28)","A02..02",NA,2,2019
"133","2019/20 SW03 (KW29)","A02..02",NA,3,2019
"134","2019/20 SW04 (KW30)","A02..02",NA,4,2019
"135","2019/20 SW05 (KW31)","A02..02",NA,5,2019
"136","2019/20 SW06 (KW32)","A02..02",NA,6,2019
"137","2019/20 SW07 (KW33)","A02..02",NA,7,2019
"138","2019/20 SW08 (KW34)","A02..02",NA,8,2019
"139","2019/20 SW09 (KW35)","A02..02",2,9,2019
"140","2019/20 SW10 (KW36)","A02..02",1,10,2019
"141","2019/20 SW11 (KW37)","A02..02",NA,11,2019
"142","2019/20 SW12 (KW38)","A02..02",2,12,2019
"143","2019/20 SW13 (KW39)","A02..02",NA,13,2019
"144","2019/20 SW14 (KW40)","A02..02",1,14,2019
"145","2019/20 SW15 (KW41)","A02..02",NA,15,2019
"146","2019/20 SW16 (KW42)","A02..02",3,16,2019
"147","2019/20 SW17 (KW43)","A02..02",NA,17,2019
"148","2019/20 SW18 (KW44)","A02..02",2,18,2019
"149","2019/20 SW19 (KW45)","A02..02",NA,19,2019
"150","2019/20 SW20 (KW46)","A02..02",NA,20,2019
"151","2019/20 SW21 (KW47)","A02..02",10,21,2019
"152","2019/20 SW22 (KW48)","A02..02",8,22,2019
"153","2019/20 SW23 (KW49)","A02..02",23,23,2019
"154","2019/20 SW24 (KW50)","A02..02",22,24,2019
"155","2019/20 SW25 (KW51)","A02..02",47,25,2019
"156","2019/20 SW26 (KW52)","A02..02",21,26,2019
"157","2018/19 SW27 (KW01)","A03..03",14,27,2018
"158","2018/19 SW28 (KW02)","A03..03",38,28,2018
"159","2018/19 SW29 (KW03)","A03..03",121,29,2018
"160","2018/19 SW30 (KW04)","A03..03",211,30,2018
"161","2018/19 SW31 (KW05)","A03..03",363,31,2018
"162","2018/19 SW32 (KW06)","A03..03",539,32,2018
"163","2018/19 SW33 (KW07)","A03..03",860,33,2018
"164","2018/19 SW34 (KW08)","A03..03",978,34,2018
"165","2018/19 SW35 (KW09)","A03..03",791,35,2018
"166","2018/19 SW36 (KW10)","A03..03",697,36,2018
"167","2018/19 SW37 (KW11)","A03..03",534,37,2018
"168","2018/19 SW38 (KW12)","A03..03",441,38,2018
"169","2018/19 SW39 (KW13)","A03..03",264,39,2018
"170","2018/19 SW40 (KW14)","A03..03",187,40,2018
"171","2018/19 SW41 (KW15)","A03..03",69,41,2018
"172","2018/19 SW42 (KW16)","A03..03",38,42,2018
"173","2018/19 SW43 (KW17)","A03..03",21,43,2018
"174","2018/19 SW44 (KW18)","A03..03",6,44,2018
"175","2018/19 SW45 (KW19)","A03..03",4,45,2018
"176","2018/19 SW46 (KW20)","A03..03",4,46,2018
"177","2018/19 SW47 (KW21)","A03..03",3,47,2018
"178","2018/19 SW48 (KW22)","A03..03",2,48,2018
"179","2018/19 SW49 (KW23)","A03..03",4,49,2018
"180","2018/19 SW50 (KW24)","A03..03",1,50,2018
"181","2018/19 SW51 (KW25)","A03..03",NA,51,2018
"182","2018/19 SW52 (KW26)","A03..03",NA,52,2018
"183","2019/20 SW01 (KW27)","A03..03",NA,1,2019
"184","2019/20 SW02 (KW28)","A03..03",NA,2,2019
"185","2019/20 SW03 (KW29)","A03..03",NA,3,2019
"186","2019/20 SW04 (KW30)","A03..03",NA,4,2019
"187","2019/20 SW05 (KW31)","A03..03",1,5,2019
"188","2019/20 SW06 (KW32)","A03..03",NA,6,2019
"189","2019/20 SW07 (KW33)","A03..03",NA,7,2019
"190","2019/20 SW08 (KW34)","A03..03",NA,8,2019
"191","2019/20 SW09 (KW35)","A03..03",NA,9,2019
"192","2019/20 SW10 (KW36)","A03..03",2,10,2019
"193","2019/20 SW11 (KW37)","A03..03",1,11,2019
"194","2019/20 SW12 (KW38)","A03..03",1,12,2019
"195","2019/20 SW13 (KW39)","A03..03",NA,13,2019
"196","2019/20 SW14 (KW40)","A03..03",NA,14,2019
"197","2019/20 SW15 (KW41)","A03..03",NA,15,2019
"198","2019/20 SW16 (KW42)","A03..03",6,16,2019
"199","2019/20 SW17 (KW43)","A03..03",4,17,2019
"200","2019/20 SW18 (KW44)","A03..03",NA,18,2019
"201","2019/20 SW19 (KW45)","A03..03",NA,19,2019
"202","2019/20 SW20 (KW46)","A03..03",3,20,2019
"203","2019/20 SW21 (KW47)","A03..03",6,21,2019
"204","2019/20 SW22 (KW48)","A03..03",19,22,2019
"205","2019/20 SW23 (KW49)","A03..03",17,23,2019
"206","2019/20 SW24 (KW50)","A03..03",40,24,2019
"207","2019/20 SW25 (KW51)","A03..03",58,25,2019
"208","2019/20 SW26 (KW52)","A03..03",32,26,2019
"209","2018/19 SW27 (KW01)","A04..04",16,27,2018
"210","2018/19 SW28 (KW02)","A04..04",29,28,2018
"211","2018/19 SW29 (KW03)","A04..04",81,29,2018
"212","2018/19 SW30 (KW04)","A04..04",201,30,2018
"213","2018/19 SW31 (KW05)","A04..04",349,31,2018
"214","2018/19 SW32 (KW06)","A04..04",539,32,2018
"215","2018/19 SW33 (KW07)","A04..04",708,33,2018
"216","2018/19 SW34 (KW08)","A04..04",773,34,2018
"217","2018/19 SW35 (KW09)","A04..04",699,35,2018
"218","2018/19 SW36 (KW10)","A04..04",583,36,2018
"219","2018/19 SW37 (KW11)","A04..04",482,37,2018
"220","2018/19 SW38 (KW12)","A04..04",396,38,2018
"221","2018/19 SW39 (KW13)","A04..04",249,39,2018
"222","2018/19 SW40 (KW14)","A04..04",166,40,2018
"223","2018/19 SW41 (KW15)","A04..04",65,41,2018
"224","2018/19 SW42 (KW16)","A04..04",33,42,2018
"225","2018/19 SW43 (KW17)","A04..04",15,43,2018
"226","2018/19 SW44 (KW18)","A04..04",3,44,2018
"227","2018/19 SW45 (KW19)","A04..04",6,45,2018
"228","2018/19 SW46 (KW20)","A04..04",4,46,2018
"229","2018/19 SW47 (KW21)","A04..04",1,47,2018
"230","2018/19 SW48 (KW22)","A04..04",2,48,2018
"231","2018/19 SW49 (KW23)","A04..04",4,49,2018
"232","2018/19 SW50 (KW24)","A04..04",1,50,2018
"233","2018/19 SW51 (KW25)","A04..04",NA,51,2018
"234","2018/19 SW52 (KW26)","A04..04",1,52,2018
"235","2019/20 SW01 (KW27)","A04..04",1,1,2019
"236","2019/20 SW02 (KW28)","A04..04",NA,2,2019
"237","2019/20 SW03 (KW29)","A04..04",NA,3,2019
"238","2019/20 SW04 (KW30)","A04..04",NA,4,2019
"239","2019/20 SW05 (KW31)","A04..04",NA,5,2019
"240","2019/20 SW06 (KW32)","A04..04",1,6,2019
"241","2019/20 SW07 (KW33)","A04..04",NA,7,2019
"242","2019/20 SW08 (KW34)","A04..04",NA,8,2019
"243","2019/20 SW09 (KW35)","A04..04",NA,9,2019
"244","2019/20 SW10 (KW36)","A04..04",NA,10,2019
"245","2019/20 SW11 (KW37)","A04..04",NA,11,2019
"246","2019/20 SW12 (KW38)","A04..04",NA,12,2019
"247","2019/20 SW13 (KW39)","A04..04",1,13,2019
"248","2019/20 SW14 (KW40)","A04..04",1,14,2019
"249","2019/20 SW15 (KW41)","A04..04",NA,15,2019
"250","2019/20 SW16 (KW42)","A04..04",1,16,2019
"251","2019/20 SW17 (KW43)","A04..04",NA,17,2019
"252","2019/20 SW18 (KW44)","A04..04",NA,18,2019
"253","2019/20 SW19 (KW45)","A04..04",1,19,2019
"254","2019/20 SW20 (KW46)","A04..04",4,20,2019
"255","2019/20 SW21 (KW47)","A04..04",3,21,2019
"256","2019/20 SW22 (KW48)","A04..04",18,22,2019
"257","2019/20 SW23 (KW49)","A04..04",20,23,2019
"258","2019/20 SW24 (KW50)","A04..04",24,24,2019
"259","2019/20 SW25 (KW51)","A04..04",45,25,2019
"260","2019/20 SW26 (KW52)","A04..04",24,26,2019
"261","2018/19 SW27 (KW01)","A05..05",7,27,2018
"262","2018/19 SW28 (KW02)","A05..05",33,28,2018
"263","2018/19 SW29 (KW03)","A05..05",82,29,2018
"264","2018/19 SW30 (KW04)","A05..05",169,30,2018
"265","2018/19 SW31 (KW05)","A05..05",310,31,2018
"266","2018/19 SW32 (KW06)","A05..05",417,32,2018
"267","2018/19 SW33 (KW07)","A05..05",608,33,2018
"268","2018/19 SW34 (KW08)","A05..05",625,34,2018
"269","2018/19 SW35 (KW09)","A05..05",564,35,2018
"270","2018/19 SW36 (KW10)","A05..05",442,36,2018
"271","2018/19 SW37 (KW11)","A05..05",383,37,2018
"272","2018/19 SW38 (KW12)","A05..05",330,38,2018
"273","2018/19 SW39 (KW13)","A05..05",196,39,2018
"274","2018/19 SW40 (KW14)","A05..05",115,40,2018
"275","2018/19 SW41 (KW15)","A05..05",56,41,2018
"276","2018/19 SW42 (KW16)","A05..05",22,42,2018
"277","2018/19 SW43 (KW17)","A05..05",21,43,2018
"278","2018/19 SW44 (KW18)","A05..05",7,44,2018
"279","2018/19 SW45 (KW19)","A05..05",3,45,2018
"280","2018/19 SW46 (KW20)","A05..05",2,46,2018
"281","2018/19 SW47 (KW21)","A05..05",4,47,2018
"282","2018/19 SW48 (KW22)","A05..05",2,48,2018
"283","2018/19 SW49 (KW23)","A05..05",1,49,2018
"284","2018/19 SW50 (KW24)","A05..05",1,50,2018
"285","2018/19 SW51 (KW25)","A05..05",NA,51,2018
"286","2018/19 SW52 (KW26)","A05..05",NA,52,2018
"287","2019/20 SW01 (KW27)","A05..05",1,1,2019
"288","2019/20 SW02 (KW28)","A05..05",NA,2,2019
"289","2019/20 SW03 (KW29)","A05..05",NA,3,2019
"290","2019/20 SW04 (KW30)","A05..05",NA,4,2019
"291","2019/20 SW05 (KW31)","A05..05",NA,5,2019
"292","2019/20 SW06 (KW32)","A05..05",NA,6,2019
"293","2019/20 SW07 (KW33)","A05..05",NA,7,2019
"294","2019/20 SW08 (KW34)","A05..05",NA,8,2019
"295","2019/20 SW09 (KW35)","A05..05",1,9,2019
"296","2019/20 SW10 (KW36)","A05..05",1,10,2019
"297","2019/20 SW11 (KW37)","A05..05",1,11,2019
"298","2019/20 SW12 (KW38)","A05..05",NA,12,2019
"299","2019/20 SW13 (KW39)","A05..05",NA,13,2019
"300","2019/20 SW14 (KW40)","A05..05",2,14,2019
"301","2019/20 SW15 (KW41)","A05..05",NA,15,2019
"302","2019/20 SW16 (KW42)","A05..05",2,16,2019
"303","2019/20 SW17 (KW43)","A05..05",3,17,2019
"304","2019/20 SW18 (KW44)","A05..05",4,18,2019
"305","2019/20 SW19 (KW45)","A05..05",2,19,2019
"306","2019/20 SW20 (KW46)","A05..05",3,20,2019
"307","2019/20 SW21 (KW47)","A05..05",1,21,2019
"308","2019/20 SW22 (KW48)","A05..05",17,22,2019
"309","2019/20 SW23 (KW49)","A05..05",10,23,2019
"310","2019/20 SW24 (KW50)","A05..05",15,24,2019
"311","2019/20 SW25 (KW51)","A05..05",47,25,2019
"312","2019/20 SW26 (KW52)","A05..05",22,26,2019
"313","2018/19 SW27 (KW01)","A06..06",5,27,2018
"314","2018/19 SW28 (KW02)","A06..06",22,28,2018
"315","2018/19 SW29 (KW03)","A06..06",57,29,2018
"316","2018/19 SW30 (KW04)","A06..06",130,30,2018
"317","2018/19 SW31 (KW05)","A06..06",246,31,2018
"318","2018/19 SW32 (KW06)","A06..06",351,32,2018
"319","2018/19 SW33 (KW07)","A06..06",511,33,2018
"320","2018/19 SW34 (KW08)","A06..06",512,34,2018
"321","2018/19 SW35 (KW09)","A06..06",467,35,2018
"322","2018/19 SW36 (KW10)","A06..06",401,36,2018
"323","2018/19 SW37 (KW11)","A06..06",308,37,2018
"324","2018/19 SW38 (KW12)","A06..06",224,38,2018
"325","2018/19 SW39 (KW13)","A06..06",166,39,2018
"326","2018/19 SW40 (KW14)","A06..06",78,40,2018
"327","2018/19 SW41 (KW15)","A06..06",33,41,2018
"328","2018/19 SW42 (KW16)","A06..06",18,42,2018
"329","2018/19 SW43 (KW17)","A06..06",12,43,2018
"330","2018/19 SW44 (KW18)","A06..06",NA,44,2018
"331","2018/19 SW45 (KW19)","A06..06",1,45,2018
"332","2018/19 SW46 (KW20)","A06..06",2,46,2018
"333","2018/19 SW47 (KW21)","A06..06",1,47,2018
"334","2018/19 SW48 (KW22)","A06..06",1,48,2018
"335","2018/19 SW49 (KW23)","A06..06",2,49,2018
"336","2018/19 SW50 (KW24)","A06..06",NA,50,2018
"337","2018/19 SW51 (KW25)","A06..06",NA,51,2018
"338","2018/19 SW52 (KW26)","A06..06",NA,52,2018
"339","2019/20 SW01 (KW27)","A06..06",NA,1,2019
"340","2019/20 SW02 (KW28)","A06..06",NA,2,2019
"341","2019/20 SW03 (KW29)","A06..06",NA,3,2019
"342","2019/20 SW04 (KW30)","A06..06",NA,4,2019
"343","2019/20 SW05 (KW31)","A06..06",NA,5,2019
"344","2019/20 SW06 (KW32)","A06..06",NA,6,2019
"345","2019/20 SW07 (KW33)","A06..06",NA,7,2019
"346","2019/20 SW08 (KW34)","A06..06",NA,8,2019
"347","2019/20 SW09 (KW35)","A06..06",NA,9,2019
"348","2019/20 SW10 (KW36)","A06..06",NA,10,2019
"349","2019/20 SW11 (KW37)","A06..06",1,11,2019
"350","2019/20 SW12 (KW38)","A06..06",NA,12,2019
"351","2019/20 SW13 (KW39)","A06..06",NA,13,2019
"352","2019/20 SW14 (KW40)","A06..06",NA,14,2019
"353","2019/20 SW15 (KW41)","A06..06",1,15,2019
"354","2019/20 SW16 (KW42)","A06..06",2,16,2019
"355","2019/20 SW17 (KW43)","A06..06",2,17,2019
"356","2019/20 SW18 (KW44)","A06..06",2,18,2019
"357","2019/20 SW19 (KW45)","A06..06",2,19,2019
"358","2019/20 SW20 (KW46)","A06..06",7,20,2019
"359","2019/20 SW21 (KW47)","A06..06",3,21,2019
"360","2019/20 SW22 (KW48)","A06..06",6,22,2019
"361","2019/20 SW23 (KW49)","A06..06",16,23,2019
"362","2019/20 SW24 (KW50)","A06..06",22,24,2019
"363","2019/20 SW25 (KW51)","A06..06",48,25,2019
"364","2019/20 SW26 (KW52)","A06..06",27,26,2019
"365","2018/19 SW27 (KW01)","A07..07",6,27,2018
"366","2018/19 SW28 (KW02)","A07..07",16,28,2018
"367","2018/19 SW29 (KW03)","A07..07",30,29,2018
"368","2018/19 SW30 (KW04)","A07..07",100,30,2018
"369","2018/19 SW31 (KW05)","A07..07",192,31,2018
"370","2018/19 SW32 (KW06)","A07..07",267,32,2018
"371","2018/19 SW33 (KW07)","A07..07",381,33,2018
"372","2018/19 SW34 (KW08)","A07..07",350,34,2018
"373","2018/19 SW35 (KW09)","A07..07",367,35,2018
"374","2018/19 SW36 (KW10)","A07..07",291,36,2018
"375","2018/19 SW37 (KW11)","A07..07",277,37,2018
"376","2018/19 SW38 (KW12)","A07..07",207,38,2018
"377","2018/19 SW39 (KW13)","A07..07",124,39,2018
"378","2018/19 SW40 (KW14)","A07..07",82,40,2018
"379","2018/19 SW41 (KW15)","A07..07",40,41,2018
"380","2018/19 SW42 (KW16)","A07..07",16,42,2018
"381","2018/19 SW43 (KW17)","A07..07",7,43,2018
"382","2018/19 SW44 (KW18)","A07..07",6,44,2018
"383","2018/19 SW45 (KW19)","A07..07",7,45,2018
"384","2018/19 SW46 (KW20)","A07..07",3,46,2018
"385","2018/19 SW47 (KW21)","A07..07",1,47,2018
"386","2018/19 SW48 (KW22)","A07..07",NA,48,2018
"387","2018/19 SW49 (KW23)","A07..07",NA,49,2018
"388","2018/19 SW50 (KW24)","A07..07",NA,50,2018
"389","2018/19 SW51 (KW25)","A07..07",NA,51,2018
"390","2018/19 SW52 (KW26)","A07..07",NA,52,2018
"391","2019/20 SW01 (KW27)","A07..07",NA,1,2019
"392","2019/20 SW02 (KW28)","A07..07",NA,2,2019
"393","2019/20 SW03 (KW29)","A07..07",NA,3,2019
"394","2019/20 SW04 (KW30)","A07..07",NA,4,2019
"395","2019/20 SW05 (KW31)","A07..07",NA,5,2019
"396","2019/20 SW06 (KW32)","A07..07",1,6,2019
"397","2019/20 SW07 (KW33)","A07..07",1,7,2019
"398","2019/20 SW08 (KW34)","A07..07",NA,8,2019
"399","2019/20 SW09 (KW35)","A07..07",NA,9,2019
"400","2019/20 SW10 (KW36)","A07..07",NA,10,2019
"401","2019/20 SW11 (KW37)","A07..07",1,11,2019
"402","2019/20 SW12 (KW38)","A07..07",NA,12,2019
"403","2019/20 SW13 (KW39)","A07..07",1,13,2019
"404","2019/20 SW14 (KW40)","A07..07",NA,14,2019
"405","2019/20 SW15 (KW41)","A07..07",NA,15,2019
"406","2019/20 SW16 (KW42)","A07..07",3,16,2019
"407","2019/20 SW17 (KW43)","A07..07",NA,17,2019
"408","2019/20 SW18 (KW44)","A07..07",1,18,2019
"409","2019/20 SW19 (KW45)","A07..07",3,19,2019
"410","2019/20 SW20 (KW46)","A07..07",3,20,2019
"411","2019/20 SW21 (KW47)","A07..07",3,21,2019
"412","2019/20 SW22 (KW48)","A07..07",5,22,2019
"413","2019/20 SW23 (KW49)","A07..07",14,23,2019
"414","2019/20 SW24 (KW50)","A07..07",14,24,2019
"415","2019/20 SW25 (KW51)","A07..07",48,25,2019
"416","2019/20 SW26 (KW52)","A07..07",29,26,2019
"417","2018/19 SW27 (KW01)","A08..08",7,27,2018
"418","2018/19 SW28 (KW02)","A08..08",13,28,2018
"419","2018/19 SW29 (KW03)","A08..08",25,29,2018
"420","2018/19 SW30 (KW04)","A08..08",72,30,2018
"421","2018/19 SW31 (KW05)","A08..08",159,31,2018
"422","2018/19 SW32 (KW06)","A08..08",220,32,2018
"423","2018/19 SW33 (KW07)","A08..08",275,33,2018
"424","2018/19 SW34 (KW08)","A08..08",313,34,2018
"425","2018/19 SW35 (KW09)","A08..08",264,35,2018
"426","2018/19 SW36 (KW10)","A08..08",242,36,2018
"427","2018/19 SW37 (KW11)","A08..08",232,37,2018
"428","2018/19 SW38 (KW12)","A08..08",170,38,2018
"429","2018/19 SW39 (KW13)","A08..08",120,39,2018
"430","2018/19 SW40 (KW14)","A08..08",67,40,2018
"431","2018/19 SW41 (KW15)","A08..08",35,41,2018
"432","2018/19 SW42 (KW16)","A08..08",19,42,2018
"433","2018/19 SW43 (KW17)","A08..08",6,43,2018
"434","2018/19 SW44 (KW18)","A08..08",3,44,2018
"435","2018/19 SW45 (KW19)","A08..08",7,45,2018
"436","2018/19 SW46 (KW20)","A08..08",1,46,2018
"437","2018/19 SW47 (KW21)","A08..08",NA,47,2018
"438","2018/19 SW48 (KW22)","A08..08",1,48,2018
"439","2018/19 SW49 (KW23)","A08..08",NA,49,2018
"440","2018/19 SW50 (KW24)","A08..08",NA,50,2018
"441","2018/19 SW51 (KW25)","A08..08",NA,51,2018
"442","2018/19 SW52 (KW26)","A08..08",2,52,2018
"443","2019/20 SW01 (KW27)","A08..08",NA,1,2019
"444","2019/20 SW02 (KW28)","A08..08",NA,2,2019
"445","2019/20 SW03 (KW29)","A08..08",NA,3,2019
"446","2019/20 SW04 (KW30)","A08..08",NA,4,2019
"447","2019/20 SW05 (KW31)","A08..08",NA,5,2019
"448","2019/20 SW06 (KW32)","A08..08",NA,6,2019
"449","2019/20 SW07 (KW33)","A08..08",NA,7,2019
"450","2019/20 SW08 (KW34)","A08..08",NA,8,2019
"451","2019/20 SW09 (KW35)","A08..08",NA,9,2019
"452","2019/20 SW10 (KW36)","A08..08",NA,10,2019
"453","2019/20 SW11 (KW37)","A08..08",NA,11,2019
"454","2019/20 SW12 (KW38)","A08..08",1,12,2019
"455","2019/20 SW13 (KW39)","A08..08",NA,13,2019
"456","2019/20 SW14 (KW40)","A08..08",NA,14,2019
"457","2019/20 SW15 (KW41)","A08..08",1,15,2019
"458","2019/20 SW16 (KW42)","A08..08",1,16,2019
"459","2019/20 SW17 (KW43)","A08..08",1,17,2019
"460","2019/20 SW18 (KW44)","A08..08",1,18,2019
"461","2019/20 SW19 (KW45)","A08..08",1,19,2019
