"","time_string","state","value","week","season"
"1","Anzahl.71","Baden.WÃ.rttemberg",23973,NA,NA
"2","Anzahl.71","Bayern",55066,NA,NA
"3","Anzahl.71","Berlin",5620,NA,NA
"4","Anzahl.71","Brandenburg",5879,NA,NA
"5","Anzahl.71","Bremen",374,NA,NA
"6","Anzahl.71","Hamburg",3911,NA,NA
"7","Anzahl.71","Hessen",8912,NA,NA
"8","Anzahl.71","Mecklenburg.Vorpommern",3690,NA,NA
"9","Anzahl.71","Niedersachsen",10500,NA,NA
"10","Anzahl.71","Nordrhein.Westfalen",26204,NA,NA
"11","Anzahl.71","Rheinland.Pfalz",8226,NA,NA
"12","Anzahl.71","Saarland",1719,NA,NA
"13","Anzahl.71","Sachsen",20292,NA,NA
"14","Anzahl.71","Sachsen.Anhalt",6938,NA,NA
"15","Anzahl.71","Schleswig.Holstein",4060,NA,NA
"16","Anzahl.71","ThÃ.ringen",9366,NA,NA
